created_time,message,id
2011-06-09T15:39:26+0000,"We love seeing non-profits use Pages to raise awareness and build a community around a cause. Greater Than AIDS is a national movement that seeks to inspire support for the HIV/AIDS community. On their Facebook Page, people share personal stories about loved ones who have been affected by HIV/AIDS and even their own diagnoses. Like their Page and tell us your success story at http://on.fb.me/jXpoLS",20531316728_208445195857682
2011-06-09T00:09:15+0000,World IPv6 Day has come to an end. Check our engineering blog tomorrow for more information on how it went.,20531316728_109761549115740
2011-06-08T22:22:30+0000,"Story of the Week: The emotions in your statuses are contagious! A scientist found that your Facebook friends will mimic your tone. When you post positive words, your friends will use positive words, too. Do you pick up on your friends' emotions from their Facebook posts?",20531316728_204331132943121
2011-06-08T00:02:34+0000,We are now IPv6 enabled - marking the start of World IPv6 Day. Read more about the test on our engineering blog.,20531316728_217097994990689
2011-06-07T19:21:21+0000,,20531316728_103413599753356
2011-06-07T00:51:09+0000,"Meet Katy. On June 13, 2010, a fun canoe trip with friends turned into a tragic accident that left her paralyzed from the chest down. Read Katy’s incredible story about how she used Facebook to overcome the odds in her journey to recovery here: http://on.fb.me/ljaPWK. What other stories inspire you? Tell us in the comments.",20531316728_10150284491286729
2011-06-06T00:41:29+0000,"June 8 is World IPv6 Day, a global-scale test flight for the next generation of Internet protocol. We are joining with other major web companies to enable IPv6 on our website for 24 hours.  Learn more on our engineering blog at http://www.facebook.com/engineering.",20531316728_202855293092263
2011-06-03T23:36:41+0000,What kind of information do you like to see from the Facebook Page?,20531316728_10150281501561729
2011-05-31T18:04:31+0000,"Did you know you can go to one place to learn about Facebook features, security and privacy? At the Facebook Help Center, you can type in your own specific question or browse by topic for tips, tricks and FAQs. You can also join a Help Discussion to post questions or answer questions from the rest of the Facebook community. Visit http://facebook.com/help for more information.",20531316728_10150278465951729
2011-05-31T00:35:08+0000,Meet the Facebook Safety Team and learn what tools you can use to help your family stay safe online. ,20531316728_230396053643833
2011-05-30T18:35:56+0000,"Today is Memorial Day in the United States, a time to honor all the brave men and women who have lost their lives serving in the military. We thank both the veterans and everyone who is currently serving, both here and abroad. Who are you honoring today? Tell us in the comments.",20531316728_10150277508781729
2011-05-27T18:44:08+0000,"We're always developing ways to enhance safety, security, and privacy on Facebook. What Trust & Safety features would you like to learn more about?",20531316728_10150274717436729
2011-05-26T22:57:13+0000,"On Monday we asked what Facebook feature you want to learn more about and many of you told us ""Groups."" Watch the ""Spotlight On: Groups"" episode of Facebook Live to see how real people have used Groups and hear from one of the engineers who designed them. Then, head over to http://www.facebook.com/groups to learn how to make Groups work for you. ",20531316728_194292527284247
2011-05-26T00:20:01+0000,Story of the Week: Discover how small businesses are turning to Facebook to build closer relationships with their customers and check out tips on how to help your business grow. ,20531316728_214985668523107
2011-05-25T16:26:34+0000,"Just as we discover music, restaurants and travel tips through our friends offline, Bing is making it possible to quickly find what you're looking for based on what your friends have liked online. Learn more about the new social search here http://on.fb.me/lHx5U3 and check it out for yourself at bing.com.",20531316728_132969050111580
2011-05-23T22:21:45+0000,We'd like to share more about the features you love to use. What Facebook feature would you like to learn more about?,20531316728_10150270917106729
2011-05-20T21:16:59+0000,"Did you know you can target your Facebook posts by location and language using your Page? Try it by clicking on the drop-down next to ""share"" and then customizing the target of the post. You can be as broad as a country and all languages or as targeted as specific language speakers in a city of your choice. Only those that meet the target will see it in their News Feed. Tell us how you use targeted posts in the comments.",20531316728_10150267239781729
2011-05-18T15:58:00+0000,"Sheryl Sandberg, our chief operating officer, delivered the commencement speech at Barnard College yesterday.  Among her words of advice to the graduating students: ""Never let your fear overcome your desire.  Let the obstacles in your path be external, not internal.  Fortune does favor the bold and you'll never know what you're capable of if you don't try.""",20531316728_202276426474365
2011-05-18T14:34:01+0000,Story of the Week: A southern Colorado community came together on a local news station's Facebook Page to help a paralyzed man find service dogs. ,20531316728_110390382382022
2011-05-17T00:25:14+0000,"Non-Profits on Facebook launched their new and improved resource center for non-profits today. Check out the 'Resources' tab for new case studies, best practices and tools. Also, be sure to go to the 'Success Stories' tab to tell us about how you're using Facebook for your cause.",20531316728_224596220899733
2011-05-14T20:27:23+0000,"Meet six-year-old K.E. Because of a disorder, he is fed through a tube in his stomach. His mom created a Facebook Group to support others in this situation. Read more of their story at http://ow.ly/4UDmp. Have you created your own meaningful small Group? Tell us in the comments.",20531316728_10150261469976729
2011-05-12T17:42:12+0000,You asked us to protect you even more from spam and scams. Our security team pulled even more all nighters. Here are 4 new security features resulting from this. We hope you like them.,20531316728_207321425975188
2011-05-12T00:02:22+0000,"Story of the Week: 86-year-old Australian motorcyclist Doug Sunderland took to the road for ""one last ride"" with the encouragement of hundreds of Facebook supporters who met him along the way with cash, food and places to stay. ",20531316728_101467309944333
2011-05-06T23:51:01+0000,"After their friend's mysterious disappearance went unsolved, three women took the case into their own hands.  They continue to hunt for clues through Facebook and relentless investigation. Tune into ""Facebook Detectives"" on Saturday, May 7th at 10/9c on CBS for their story. ",20531316728_203139513058024
2011-05-06T18:06:30+0000,"After tornadoes tore across the southern United States, one woman wanted to reunite storm survivors with their memories. This is the story of how she and many others gathered to help through the Pictures and Documents found after the April 27, 2011 Tornadoes Page.
",20531316728_161192070611071
2011-05-05T23:39:11+0000,It's now even easier to tag your friends in your posts. Start typing their name to reveal a drop-down.  You can also shorten their name by deleting the first or last name in the tag.  Try tagging your friends now to let them know.,20531316728_213859885300097
2011-05-04T22:44:11+0000,"Story of the Week: Two years after finding a link to a stem cell registry on a friend's Facebook page and making a bone marrow donation, a Canadian man met the father of three his donation saved. ",20531316728_159315384130668
2011-04-29T21:10:36+0000,People are buzzing about the Royal Wedding on Facebook: 6.8 million people globally talked about the event through public status updates during the past 24 hours. Check out more stats from Facebook UK.,20531316728_158920190838627
2011-04-28T06:46:12+0000,"To get ready for the Royal Wedding, The British Monarchy Page is asking people to share their stories through Facebook about how they plan to celebrate the nuptials. Are you and your friends using Facebook to make plans for the wedding?",20531316728_163209313738381
2011-04-27T17:42:58+0000,Story of the Week: Father-daughter pair Larry and Meagan Johnson discuss how Baby Boomers are better at using Facebook than they think—but still have a lot to learn.,20531316728_184303734950638
2011-04-26T13:07:51+0000,Deals: Better with Friends,20531316728_10150159110592131
2011-04-25T21:42:55+0000,Congratulations to the second-annual Facebook Fellowship winners! We can't wait to see what these five outstanding scholars contribute to the growing social web. Read more about the program and past fellows on Facebook Fellowship Program. ,20531316728_111015585650011
2011-04-25T19:00:26+0000,Sharing with Small Groups,20531316728_10150158394647131
2011-04-22T17:41:10+0000,Happy Earth Day! Together we can use Facebook to raise environmental awareness – and inspire action – worldwide. Read more on Green on Facebook and check out the Billion Acts of Green app to pledge your act of green and encourage your friends to do the same.,20531316728_195049733871067
2011-04-21T21:57:16+0000,"Happy 1st birthday, Like button! For a one-year old, the Like button sure has a lot of friends. More than 10,000 sites add the Like button every day. Tell us what the Like button has meant to you.",20531316728_10150238854231729
2011-04-21T01:09:42+0000,"Story of the Week: When disastrous floods hit Australia, the Queensland Police Service paused its press release protocol and adopted Facebook as a one-stop shop for news and live updates.",20531316728_196547783720930
2011-04-20T19:00:10+0000,One hour to go until the Facebook Live pre-show of President Obama's townhall at our headquarters. Tune in starting at 1 p.m. PDT/4 p.m. EDT and ask your question:  https://apps.facebook.com/facebooklive/,20531316728_186751254704618
2011-04-19T23:07:25+0000,Stay tuned Wednesday after the Presidential townhall for more from Facebook Live: Women in Technology Panel - April 20th @ 3:15pm PT / 6:15pm ET about the role of greater diversity on innovation (RSVP: http://ow.ly/4DLM0 ) and Startup America Panel at Facebook Townhall at 4:30pm PT / 7:30pm ET about the state of entrepreneurship (RSVP: http://ow.ly/4DLOQ).,20531316728_10150237107266729
2011-04-19T11:50:30+0000,,20531316728_196556527047000
2011-04-19T01:19:03+0000,Ask President Obama your question this Wednesday when he visits Facebook's headquarters for a townhall being streamed live on Facebook Live at 1:45pm PDT / 4:45pm EDT. RSVP and learn more at http://ow.ly/4CZND ,20531316728_143981809003493
2011-04-15T23:33:58+0000,"You can now ""Check In"" to Facebook Events and let your friends know when you're at an event together. Try it out on the latest version of the Facebook app for the iPhone or from our m.facebook.com mobile website.",20531316728_10150233428201729
2011-04-15T17:17:10+0000,What are the most memorable types of status updates you've read from one of your friends?,20531316728_10150232975141729
2011-04-14T01:15:01+0000,Messages will be briefly unavailable to a small number of people starting around 10:30 p.m. PDT tonight for maintenance. We'll work to bring it back as quickly as possible and apologize for any inconvenience.,20531316728_10150231143071729
2011-04-13T23:37:36+0000,"Story of the Week: Being real is making a comeback.  Dan Rose, our VP of Partnerships and Platform Marketing, talks about how people's online presence is mirroring their real lives more and more, thanks in part to their trusted networks of friends and family. ",20531316728_140307786040956
2011-04-07T17:52:35+0000,"Today we launched the Open Compute Project, an industry-wide initiative for more efficient and economical data centers. By improving the technology that keeps Facebook running, we'll be able to support having even more of your friends on Facebook and offer you new social experiences.",20531316728_196003030439177
2011-04-07T16:26:25+0000,"Tune in to Facebook Live today at 10 a.m. PDT to be part of a live announcement about new technology from Mark Zuckerberg, Facebook engineers and our industry partners: http://ow.ly/4vlzf",20531316728_10150224661566729
2011-04-06T23:03:51+0000,"Story of the Week: A week after India won the Cricket World Cup, cricket fans got more good news. Wisden Almanack, the 147-year-old cricket ""Bible,"" launched a Facebook Page just in time for its upcoming announcement of the five cricketers of the year.",20531316728_164834863571139
2011-03-31T22:30:48+0000,"Camp Kesem, a volunteer-run summer camp for kids of parents with cancer, uses Facebook Groups to connect its collegiate leaders across the country and make it fun and easy to exchange information. What are the cool ways you're using the new Groups? Tell us at http://stories.facebook.com and learn more about Groups in the video
below.",20531316728_210253548986768
2011-03-31T19:06:12+0000,"Ever wonder what it's really like inside the walls of Facebook? Catch a glimpse in these clips from MTV's ""Diary of Facebook"" and hear stories from people whose connections changed their lives.",20531316728_215051931842658
2011-03-30T19:33:23+0000,"Story of the Week: Facing a deadline, Smithsonian scientists post thousands of photos to their friends to get help cataloging a collection of South American fish--just in the nick of time. ",20531316728_110150795733096
2011-03-25T17:15:01+0000,What person in your current or past life have you been most surprised to connect with on Facebook?,20531316728_10150185367311729
2011-03-24T19:03:41+0000,The Wisdom of Friends (and Others Too),20531316728_10150110059982131
2011-03-23T23:06:24+0000,Story of the Week: One writer's rejected effort on Facebook to reconnect with a past acquaintance leads him to question the best response to an unwanted contact. How would you respond?,20531316728_161162307274306
2011-03-16T20:59:52+0000,"Story of the Week: One woman raised $5,000 for her family in Sendai, Japan, thanks to generous donations from her Facebook friends and good Samaritans.",20531316728_207498425934126
2011-03-13T23:10:26+0000,"Take a look at how news of the Japan earthquake and tsunami spread on Facebook. For more resources and ways to help, check out the Global Disaster Relief on Facebook page.",20531316728_116829898394332
2011-03-11T20:51:58+0000,"Our thoughts are with all of those impacted by the devastating earthquake and tsunami in Japan. Some people, like Tiffany Brunson, are using Facebook to get updates on loved ones. Her sister in Tokyo let Tiffany and her family in North Carolina know she was okay through status updates. Learn how you can help, too, on the Global Disaster Relief on Facebook Page.",20531316728_10150172702516729
2011-03-10T15:51:27+0000,"We're taking more steps to help you stay safe online. Learn more in an announcement on the Facebook Safety page at http://on.fb.me/i2NhVu, and join a discussion on the topic on Facebook Live from the White House at 12:20 pm EST today at http://on.fb.me/fIBanj.",20531316728_10150171593346729
2011-03-09T20:44:37+0000,Story of the Week: A 4-year-old boy is diagnosed with leukemia after a picture his father posted of him on Facebook caught the attention of a concerned friend.,20531316728_201042563258819
2011-03-04T01:10:55+0000,"You'll soon start seeing the Comments Box on some of your favorite blogs and websites across the web. You'll be able to easily make public comments on other sites using your Facebook account, while seeing more relevant comments, less spam and an option to share your comments with your friends back on Facebook. Watch this video to learn more.",20531316728_10150433645890484
2011-03-03T01:26:27+0000,"Story of the Week: A bride-to-be never thought she'd see her wedding ring again after losing it on a beach. Then thanks to a status update and the help of a metal detector, the ring was found buried in the sand just 36 hours later.",20531316728_138692386198046
2011-02-23T19:57:55+0000,Story of the Week: One man drops serious pounds thanks to the encouragement of friends on Facebook and some old-fashioned diet and exercise.,20531316728_200589906618985
2011-02-22T21:20:14+0000,"Our thoughts go out to all of those in New Zealand impacted by yesterday's earthquake. Learn more about how to help on the New Zealand Red Cross page, and find travel updates from the Air New Zealand - Christchurch Quake Support page. For ongoing updates about resources, like the Global Disaster Relief on Facebook page.",20531316728_10150158934381729
2011-02-16T19:59:24+0000,"Story of the Week: A surgeon diagnoses an old friend's symptoms for appendicitis after seeing his Facebook status.

Have your Facebook friends helped you overcome health issues? Share your story at http://stories.facebook.com.",20531316728_127070187366093
2011-02-15T20:55:41+0000,A Better Mobile Experience,20531316728_496520902130
2011-02-15T19:03:28+0000,"Thank you to everyone who voted on our Valentine's Day poll. For those of you who guessed that there was a 20 percent increase in Facebook relationship status changes last year on Valentine's Day, you were right. To update your relationship status, edit your profile at http://ow.ly/3Wxsp",20531316728_10150153393351729
2011-02-13T21:24:43+0000,,20531316728_194388647255574
2011-02-11T17:43:48+0000,We've begun expanding the rollout of the new Messages to everyone. Look out for it over the next few weeks if you're not yet using it.,20531316728_139735366090888
2011-02-10T23:22:58+0000,"We are rolling out the new Photo Viewer to everyone over the course of the next few weeks. Now, you can browse more photos faster without having to lose your place in Facebook.",20531316728_190411880978710
2011-02-09T22:30:18+0000,Story of the Week: Some universities now want to keep students in school with a very familiar tool--Facebook.,20531316728_188546397832807
2011-02-04T17:52:41+0000,To the 1.5 million of you who share our birthday today - Happy Birthday!,20531316728_10150147237881729
2011-02-04T04:40:56+0000,Chat will be unavailable briefly starting at 11 p.m. PST tonight for some maintenance. We'll work to bring it back as quickly as possible and apologize for any inconvenience.,20531316728_180020315367995
2011-02-02T20:00:09+0000,Story of the Week: One college professor couldn't make it to class in the blizzard.  But class wasn't canceled.  It got moved to Facebook.,20531316728_189333654425051
2011-02-02T17:15:32+0000,"Happy Lunar New Year!  2011 is the Year of the Rabbit and Facebook employees got into the spirit this week to celebrate.  

恭賀新禧， Facebook 全體員工在此與大家歡度新春，祝福大家 2011 兔年行大運。

祥虎辞旧岁，玉兔迎新春。Facebook 全体员工在此祝大家过年好，恭祝大家 2011 年大展宏图。

새해 복 많이 받으세요! 2011년 토끼해를 맞아 Facebook 구성원들도 축하 행렬에 동참했답니다. 재미있는 사진들 둘러보세요.

Chúc mừng năm mới xuân Tân Mão năm 2011!  Nhóm phát triển Facebook muốn ăn mừng với các bạn trong tuần tết này.   ",20531316728_144795722246813
2011-02-02T05:04:07+0000,Chat will be unavailable briefly starting at 10:30 p.m. PST tonight as we make improvements. We'll work to bring it back as quickly as possible and apologize for any inconvenience.,20531316728_161184623933357
2011-02-01T18:31:05+0000,"Now your friends can be with you when you fly. For the month of February,  Gogo Inflight Internet is offering free in-flight wi-fi access to Facebook on participating airlines in North America. So wish someone a happy birthday from 30,000 feet, or share that funny travel story before you land.",20531316728_186239388076535
2011-01-31T18:02:03+0000,"Now you can claim Deals in Canada, France, Germany, Italy, Spain and the UK. Check out our new Deals page to find ones near you: http://www.facebook.com/deals",20531316728_142990315760643
2011-01-28T17:29:53+0000,"Be part of International Data Privacy Day today by learning more about controlling how you share information on Facebook. Click the ""Privacy"" link at the bottom of every page to find helpful resources and review your settings. Also like the Facebook and Privacy Page to receive ongoing tips in your News Feed.",20531316728_146444768746626
2011-01-28T07:37:02+0000,"Ask questions of major world figures on Facebook Live's continuing coverage Friday of the World Economic Forum. Watch live chats with humanitarians and leaders including Peter Gabriel at 5:30 AM ET/11:30 AM CET, Tony Blair at 8:00 AM ET/14:00 PM CET, and Bill Gates at 12:30 PM ET/18:30 PM CET.  Tune in and take part at http://apps.facebook.com/facebooklive.",20531316728_172178332826819
2011-01-27T23:40:27+0000,"If you're ever unsure about the security of a network or computer you're using, then try Facebook's advanced security features. Learn how to use them in this video, and get more security tips on Facebook Security (http://www.facebook.com/security).",20531316728_10150398154330484
2011-01-26T21:51:20+0000,Story of the Week: A disabled man thanks his Facebook friends for saving him after a small fire started in his kitchen.  ,20531316728_159142224135658
2011-01-26T14:13:24+0000,A Continued Commitment to Security,20531316728_486790652130
2011-01-24T23:14:38+0000,One view on the role of Facebook in people's faith. What role does it play in your religion and spirituality? Share your story at http://stories.facebook.com/,20531316728_158329934216208
2011-01-20T17:23:20+0000,Story of the Week: Friends with your mom on Facebook?  You’re not the only one.  Study says two-thirds of American teens are comfortable enough with their parents to accept their friend requests.,20531316728_188889687807381
2011-01-16T20:39:40+0000,"Facebook is abuzz with talk of tonight's Golden Globe Awards. The top 5 most mentioned nominees: Black Swan, The Social Network, Inception, Despicable Me and The Edge. See if they win and go behind-the-scenes with Facebook and guests on the Golden Globes Page starting at 2:30 pm PST/5:30 pm EST.",20531316728_119201144818265
2011-01-11T23:17:49+0000,The Facebook and Privacy page is answering common questions about how your settings work. First question: Who can see Recent Activity stories on my profile? Find the answer at http://ow.ly/3C7cc and like the page for more tips.,20531316728_186465714715060
2011-01-10T20:03:27+0000,The New Profile Is Here,20531316728_479551972130
2011-01-08T17:31:05+0000,Remember to tune in to Facebook Live (http://apps.facebook.com/facebooklive) starting today at 10 AM PST for our 2nd day of conversations at the Consumer Electronics Show with movers and shakers who are bringing Facebook features to gadgets and electronics.,20531316728_117199035020560
2011-01-07T17:17:43+0000,Facebook Live is streaming live from the floor of the International Consumer Electronics Show. Tune in to http://apps.facebook.com/facebooklive starting at 10 AM PST today for an inside look at new social gadgets and electronics.,20531316728_156006244448058
2011-01-05T20:23:30+0000,Story of the Week: More than 250 people join together on Facebook to help a Michigan stay-at-home mom ease her growing debts after husband leaves her.,20531316728_122957707771993
2011-01-04T07:00:55+0000,People celebrated New Year's on Facebook by uploading a record number of photos--more than 750 million over the weekend. Check out your photos and those of your friends at http://www.facebook.com/photos.php.,20531316728_189949234349320
2011-01-01T18:54:39+0000,All of us at Facebook wish you a Happy New Year! Do you have a favorite moment on Facebook from 2010? Share it and check out other people's best stories of last year at http://ow.ly/3qpJi,20531316728_144169955637289
2010-12-31T18:59:49+0000,"Best Facebook Moment of 2010 from David Fraser of Orlando, FL: ""My Facebook moment was on September 5, 2010. I had been sick since 4/9/2009 and on the liver transplant list for a while. On Sept 4, a FB friend asked me to remind her of what organ I needed…The next day I received the call and was given a life saving transplant. FB updates are why I am here today!"" Read more and share your story at http://ow.ly/3qpJi.",20531316728_171107356259507
2010-12-31T01:22:18+0000,Watch how Facebook engineers and designers prepared for the launch of the new profile in this video from the TIME Person of the Year issue.,20531316728_189350417745772
2010-12-30T18:10:15+0000,"Best Facebook Moment of 2010 from Mari Eaton McCullough: ""December 14, 2009, my son left for Marine Corps boot camp at Parris Island and over the 13 weeks of boot I met a number of parents whose boys were in the same training. We all hooked up on Facebook and have developed a never-ending friendship… If it wasn't for FB I do not know how I would survive…"" Read more and share your story at  http://ow.ly/3qpJi.",20531316728_187715944572651
2010-12-30T02:55:35+0000,What happens in one minute on Facebook? TIME took a look as part of its Person of the Year issue.,20531316728_172225556147676
2010-12-29T21:12:44+0000,"Best Facebook Moment of 2010 from Marianne Meehan: ""I want to express my sincere gratitude for FB! I was diagnosed with Stage 2 Breast Cancer in April 2010. This was a very terrifying experience for me. But here I stand, in total remission. I have reconnected with some old friends and The Pink Sisterhood. They have inspired me, loved me & kept my spirits high…” Read more and share your story at http://ow.ly/3qpJi.",20531316728_136142329781093
2010-12-28T19:38:25+0000,"Best Facebook Moment of 2010 from Irena Glover of Leicester, UK: ""My husband almost running to log into Facebook to change our relationship statuses to 'Married.' We met through Facebook and both never imagined finding a spouse that way. But we did and I've never been happier…"" Read more best moments and share your story of the year at http://ow.ly/3qpJi.",20531316728_171175099585736
2010-12-27T23:15:53+0000,Did you know people post more positive status updates in the morning and tend to use similar words as their friends? Read more findings like these in a new study from the Facebook Data Team.,20531316728_151736218208622
2010-12-27T19:55:48+0000,"Best Facebook Moment of 2010 from Steve Driffin: “…After 40 years and several failed attempts through other sites, I was able to find my brother who was separated from us as an infant. We connected and have spent so much time together since reuniting in February 2010, it seems like we were never apart...” Read more and share your story at http://ow.ly/3qpJi",20531316728_182551085100832
2010-12-25T00:01:06+0000,Tokyo,20531316728_10150123724126729
2010-12-25T00:01:06+0000,Chicago,20531316728_10150123723956729
2010-12-25T00:01:06+0000,Milan,20531316728_10150123723946729
2010-12-25T00:01:06+0000,"Palo Alto, Calif., headquarters",20531316728_10150123724166729
2010-12-25T00:01:06+0000,"Austin, Texas",20531316728_10150123726056729
2010-12-25T00:01:06+0000,New York City,20531316728_10150123723996729
2010-12-25T00:01:06+0000,Dublin,20531316728_10150123723966729
2010-12-25T00:01:06+0000,Toronto,20531316728_10150123724046729
2010-12-25T00:01:06+0000,Hamburg,20531316728_10150123724096729
2010-12-24T03:50:34+0000,"On the “eleventh day of Facebook,” see how happy people are during the holidays. Christmas and New Year’s rank as the two happiest days in 18 countries based on status updates analyzed in our Gross National Happiness index (http://apps.facebook.com/gnh_index/), and they are near the top in four others. What makes you happy during this time of the year?",20531316728_179301235421991
2010-12-22T02:13:38+0000,"On the “ninth day of Facebook,” spread holiday cheer with photos and remember to tag your friends and family. You also can print your Facebook photos with Kodak kiosks at Target and CVS, create cards with the ""Print to Target"" app or create a photo book from your favorite Facebook photos on Shutterfly. What are your favorite holiday photos?",20531316728_112902198781495
2010-12-21T17:28:41+0000,Plan the Perfect Trip with Help from Friends,20531316728_469511267130
2010-12-21T01:24:27+0000,"On the ""eighth day of Facebook,"" you're never too old to believe in Santa. Parents can share their kids' lists on the BeMerrySanta Page and be the first to know when he's coming down the chimney on the NORAD Tracks Santa Page. How are you connecting with Santa for the holidays?",20531316728_115991435136508
2010-12-20T20:32:55+0000,Calling all Ph.D. students to check out the Facebook Fellowship Program.,20531316728_179801375381550
2010-12-20T07:03:15+0000,"On the ""seventh day of Facebook,"" log in with your smart phone for deals on the go. Check in to get 20 percent off at American Eagle Outfitters or $10 off a $50 purchase at JCPenney. Other places like Sephora and Toys ''R'' Us also have offers exclusively for their Facebook fans.",20531316728_140731125982620
2010-12-19T06:38:05+0000,"On the ""sixth day of Facebook,"" help those who are less fortunate by donating to a charity or simply checking in with Facebook Places. Southwest Airlines is donating $1 towards air travel to the Make-a-Wish Foundation for every person who checks in, and REI is donating $50 per check-in to local non-profits. How are you giving back for the holidays?",20531316728_172591912780668
2010-12-18T00:20:41+0000,"On the “fifth day of Facebook,” give a gift with a group of your friends. eBay Group Gifts makes group gifting easier by letting you select a gift and invite your Facebook friends to chip in and submit personal notes for a virtual card. What kind of gifts are you giving as a group?",20531316728_136335816422438
2010-12-17T18:25:22+0000,"Take a deeper look at two of the top status trends from our 2010 Memology study--the Chilean miners rescue and the new acronym HMU. Watch how the word spread and people responded. What was your big Facebook moment of the year? Share it on the ""Stories"" tab at http://ow.ly/3qpJi. (Special thanks to ABC for the miners footage).",20531316728_10150360749935484
2010-12-17T01:07:02+0000,"On the ""fourth day of Facebook,"" turn that annual holiday card into a note on your profile or send an interactive JibJab.com eCard to friends by logging in with Facebook (http://ow.ly/3qyyU). With so many memories now shared throughout the year, some people question the future of holiday letters. What do you think?",20531316728_185139584836097
2010-12-16T22:24:14+0000,"For a brief period of time, some internal prototypes were accidentally exposed to people externally. As a result, we disabled the site for a few minutes. It’s back up, and we apologize for the inconvenience.",20531316728_126664774064972
2010-12-16T19:39:01+0000,"What was your defining Facebook moment of 2010? As a follow-up to the top 10 status trends we shared earlier, we want to hear your story. Maybe you joined Facebook for the first time, changed your relationship status or chronicled a big life event. Check out the ""Stories"" tab to learn more: http://ow.ly/3qpJi",20531316728_176646092359132
2010-12-16T10:02:30+0000,"On the “third day of Facebook,” deliver a gift to your loved one’s profile Wall. Amazon.com, Starbucks, Kmart and Sears have launched Platform integrations that enable you to purchase a gift card, select a Facebook friend as a recipient and schedule a future delivery. You can also add a personalized greeting. Will you be giving gift cards this year?",20531316728_184482014901331
2010-12-15T23:47:41+0000,Making Photo Tagging Easier,20531316728_467145887130
2010-12-15T20:00:38+0000,We share today's honor from TIME with all of you. Thanks for your support and we're working hard to make your experience on Facebook better and better.,20531316728_137337356325236
2010-12-15T18:00:10+0000,Reality TV for the Rest of Us,20531316728_466767557130
2010-12-15T01:03:16+0000,Some family members brought the holiday card tradition to the group by posting greetings to one another.,20531316728_10150118415906729
2010-12-15T01:03:16+0000,The family coordinated dinner plans for Thanksgiving by posting the dishes they were all bringing.,20531316728_10150118414036729
2010-12-14T22:20:30+0000,One of our interns drew a map of the world entirely from friend connections. See the results from Facebook Engineering. ,20531316728_182953515055126
2010-12-14T08:10:13+0000,2010 Memology: Top Status Trends of the Year,20531316728_466369142130
2010-12-13T20:52:20+0000,"On the first day of Facebook, share and discover gift ideas with your friends. Create your own wish list at Bing Shopping (http://ow.ly/3ox4E), then share it with Facebook friends so your stocking is filled with the right goodies. Or find personal gifts from Etsy (http://ow.ly/3ox5P) based on your friends’ likes and interests. How do you pick the right gifts? ",20531316728_119635031437387
2010-12-13T18:07:14+0000,"Thank you for being one of the 30 million people who've liked us. Let others know about this page, too, by clicking ""Suggest to Friends"" under our profile pic. Which updates from us do you like the most?",20531316728_124752557589122
2010-12-12T19:15:48+0000,"All of the gift shopping and humming of carols got us in a holiday spirit. So starting tomorrow, we’ll start sharing “12 Days of Facebook” tips and stories that show how the holiday season can be better (and easier) with your friends and family. What tips would you share?",20531316728_160938713950669
2010-12-11T20:07:15+0000,"One of the most poignant stories we're ever read, told with sincerity and heart.",20531316728_176031359087903
2010-12-09T19:28:09+0000,"Story of the Week: When doctors were stumped in treating a woman with chest pains, they found lifesaving answers from her earlier Facebook postings about her health. The case was just one example of the impact of social media on medical treatment that Newt Gingrich and Dr. Kamal Thapar examine in this opinion piece.",20531316728_155096884537275
2010-12-08T20:09:49+0000,More Control on Mobile,20531316728_463829602130
2010-12-08T18:19:59+0000,Watch how the new Facebook profile makes it easier for you to tell your story and learn about your friends. ,20531316728_147134898669835
2010-12-06T02:28:13+0000,"Hear more about the new profile and get an inside look at the people behind Facebook in 60 Minutes' interview with Mark Zuckerberg.
",20531316728_136993443022265
2010-12-05T20:42:56+0000,Introducing the New Profile,20531316728_462201327130
2010-12-05T18:13:59+0000,Take a look inside Facebook and hear from our founder Mark Zuckerberg tonight on 60 Minutes at 7 p.m. ET/PT.,20531316728_171413906212714
2010-12-04T21:30:21+0000,Have you seen your friends replace their profile pics with a cartoon character?,20531316728_171388716217089
2010-12-04T00:02:47+0000,"Happy Hanukkah! Here at Facebook, some of us are donning a special yarmulke to celebrate. See what others are saying about the festival of lights at http://ow.ly/3jLek.",20531316728_10150112058051729
2010-12-01T20:36:00+0000,Story of the Week: How the use of real names can stop trolls and make online discussions more civil and human.,20531316728_170827239605323
2010-11-25T21:58:50+0000,"Only a few hours to go: Tune into CNN Heroes tonight at 8 pm ET / 5 pm PT to see Demi Moore, Halle Berry, Bon Jovi and John Legend  pay tribute to ten people making a huge difference in the world. Visit Facebook to donate to your favorite Hero using Facebook Credits: http://on.fb.me/gtRFj4. ",20531316728_177833292227894
2010-11-24T19:15:35+0000,Go behind the scenes of CNN Heroes: An All Star Tribute on Facebook. Learn more about the heroes and donate to their causes using Facebook Credits: http://on.fb.me/gtRFj4,20531316728_134765826577974
2010-11-22T23:19:00+0000,Huge thanks to David Beckham for lending support to Facebook's anti-bullying efforts. Check out his Page to see his shout-out to Facebook Safety.,20531316728_10150106001376729
2010-11-18T22:18:40+0000,"Story of the Week: Mike Schroepfer, our VP of engineering, talks about the rapid pace of innovation on Facebook and the web.",20531316728_172665706085888
2010-11-17T23:09:28+0000,Hear Mark Zuckerberg discuss the state of the social web in this interview from the Web 2.0 Summit.,20531316728_150303635015759
